SRR12873300	SRR128733001	SRR12873301	SRR128733011	SRR12873302	SRR128733021	SRR12873303	SRR128733031	SRR12873304	SRR128733041	SRR12873305	SRR128733051	SRR12873306	SRR128733061	SRR12873307	SRR128733071	SRR12873308	SRR128733081	SRR12873309	SRR128733091	SRR12873310	SRR128733101	SRR12873311	SRR128733111	SRR12873312	SRR128733121	SRR12873313	SRR128733131	SRR12873314	SRR128733141	SRR12873315	SRR128733151	SRR12873316	SRR128733161	SRR12873317	SRR128733171	SRR12873318	SRR128733181	SRR12873319	SRR128733191	SRR12873320	SRR128733201	SRR12873321	SRR128733211	SRR12873322	SRR128733221	SRR12873323	SRR128733231	SRR12873324	SRR128733241	SRR12873325	SRR128733251	SRR12873326	SRR128733261	SRR12873327	SRR128733271	SRR12873328	SRR128733281
ASV_0096	25	25	27	27	17	17	89	89	40	40	61	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	140	0	0	46	46	0	0	0	0	0	0	0	0	0	0	192	192	794	794	0	0	0	0	0	0
ASV_0097	10	10	0	0	53	53	0	0	0	0	32	32	299	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	357	605	605	0	0	0	0	47	47	24	24
ASV_0098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	333	0	0	170	170	393	393	0	0	0	0	23	23	335	335	137	137	0	0	15	15
ASV_0099	27	27	58	58	49	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1100	1100	57	57	0	0	0	0	74	74	0	0	0	0
ASV_0100	0	0	0	0	18	18	85	85	113	113	0	0	263	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	87	0	0	49	49	6	6	61	61	81	81	0	0	0	0	17	17	0	0	46	46	208	208	321	321
ASV_0101	0	0	3	3	0	0	46	46	258	258	0	0	103	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	0	0	81	81	6	6	56	56	55	55	4	4	0	0	88	88	230	230	56	56	121	121	116	116
ASV_0102	0	0	27	27	47	47	243	243	504	504	168	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	27	193	193	0	0	0	0	0	0	21	21	0	0	0	0	30	30	29	29	0	0
ASV_0103	0	0	58	58	5	5	10	10	11	11	0	0	83	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	53	0	0	0	0	0	0	0	0	0	0	36	36	238	238	650	650	116	116	0	0	0	0	11	11
ASV_0104	0	0	0	0	0	0	358	358	105	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	158	0	0	344	344	0	0	0	0	34	34	0	0	0	0	0	0	254	254	0	0	0	0	0	0
ASV_0105	0	0	9	9	0	0	16	16	30	30	49	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	214	28	28	66	66	279	279	0	0	0	0	49	49	352	352	44	44	61	61	43	43
ASV_0106	0	0	0	0	0	0	0	0	245	245	0	0	284	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	35	0	0	0	0	0	0	21	21	0	0	0	0	0	0	0	0	537	537	93	93
ASV_0107	0	0	18	18	12	12	56	56	79	79	102	102	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	449	449	0	0	0	0	34	34	0	0	0	0	34	34	63	63	0	0	0	0	75	75	0	0	122	122
ASV_0108	9	9	60	60	0	0	0	0	0	0	0	0	156	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	63	0	0	0	0	0	0	0	0	0	0	32	32	0	0	644	644	82	82	0	0	20	20	0	0
ASV_0109	0	0	0	0	0	0	289	289	159	159	104	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	49	0	0	0	0	13	13	0	0	0	0	55	55	386	386	0	0	0	0	0	0
ASV_0110	0	0	0	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	877	877	0	0	0	0	0	0	0	0	25	25	0	0	0	0	0	0	26	26	79	79	0	0	36	36
ASV_0111	0	0	0	0	6	6	306	306	143	143	0	0	246	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	47	38	38	25	25	112	112	75	75
ASV_0112	42	42	111	111	368	368	0	0	0	0	40	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	22	170	170	34	34	0	0	30	30	58	58	41	41	59	59	0	0	30	30
ASV_0113	0	0	0	0	0	0	71	71	131	131	0	0	361	361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	19	0	0	46	46	0	0	26	26	23	23	181	181	147	147
ASV_0114	0	0	0	0	0	0	0	0	49	49	0	0	380	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	325	0	0	0	0	0	0	0	0	0	0	55	55	0	0	0	0	0	0	0	0	71	71	119	119
ASV_0115	0	0	35	35	35	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	845	845	27	27	0	0	0	0	50	50	0	0	0	0
ASV_0116	0	0	0	0	6	6	0	0	0	0	59	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	221	41	41	62	62	279	279	0	0	0	0	0	0	242	242	0	0	43	43	28	28
ASV_0117	0	0	40	40	4	4	13	13	0	0	236	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	51	0	0	0	0	60	60	91	91	29	29	0	0	0	0	113	113	34	34	52	52	0	0	257	257
ASV_0118	0	0	0	0	0	0	74	74	78	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	0	0	104	104	12	12	231	231	0	0	0	0	0	0	57	57	240	240	73	73	17	17	38	38
ASV_0119	0	0	0	0	0	0	357	357	225	225	12	12	27	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	34	0	0	0	0	0	0
ASV_0120	0	0	49	49	0	0	0	0	0	0	0	0	34	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	29	0	0	9	9	0	0	0	0	19	19	17	17	148	148	560	560	23	23	0	0	39	39	0	0
ASV_0121	0	0	24	24	9	9	19	19	0	0	212	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	36	0	0	0	0	73	73	112	112	34	34	0	0	0	0	68	68	28	28	41	41	0	0	252	252
ASV_0122	21	21	29	29	23	23	42	42	75	75	55	55	121	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	39	0	0	0	0	0	0	0	0	0	0	35	35	36	36	0	0	0	0	23	23	270	270	129	129
ASV_0123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	274	30	30	0	0	574	574	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0124	0	0	0	0	0	0	41	41	36	36	88	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	174	0	0	0	0	0	0	26	26	28	28	0	0	27	27	171	171	108	108	0	0	9	9	155	155
ASV_0125	38	38	0	0	25	25	0	0	0	0	14	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	373	373	0	0	0	0	0	0	405	405	0	0	0	0	0	0	0	0	0	0
ASV_0126	0	0	0	0	0	0	60	60	76	76	0	0	345	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	329	21	21
ASV_0127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	309	48	48	0	0	478	478	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0128	27	27	56	56	43	43	0	0	0	0	238	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	14	0	0	0	0	21	21	0	0	0	0	0	0	327	327	0	0	0	0	0	0	0	0	94	94
ASV_0129	26	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	502	502	0	0	39	39	0	0	244	244	0	0	0	0	7	7	0	0	0	0
ASV_0130	0	0	4	4	0	0	0	0	0	0	0	0	81	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	51	0	0	0	0	0	0	0	0	22	22	25	25	52	52	502	502	58	58	0	0	17	17	6	6
ASV_0131	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	733	733	0	0	0	0	10	10	11	11	38	38	8	8	0	0	0	0	0	0
ASV_0132	0	0	135	135	7	7	0	0	0	0	182	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	47	0	0	0	0	0	0	0	0	6	6	0	0	419	419	0	0	0	0	0	0	0	0	0	0
ASV_0133	0	0	60	60	0	0	0	0	0	0	60	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	107	107	74	74	0	0	0	0	208	208	0	0	116	116	0	0	114	114
ASV_0134	0	0	0	0	0	0	31	31	76	76	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	33	0	0	97	97	0	0	224	224	36	36	0	0	0	0	27	27	154	154	64	64	0	0	28	28
ASV_0135	0	0	0	0	0	0	35	35	94	94	0	0	187	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	54	0	0	0	0	0	0	0	0	0	0	0	0	172	172	0	0	242	242	0	0
ASV_0136	0	0	0	0	0	0	208	208	117	117	105	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	38	0	0	0	0	0	0	0	0	0	0	33	33	267	267	0	0	0	0	0	0
ASV_0137	0	0	40	40	0	0	48	48	0	0	48	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	27	0	0	33	33	15	15	78	78	0	0	0	0	0	0	96	96	159	159	57	57	37	37	127	127
ASV_0138	10	10	8	8	12	12	10	10	15	15	86	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	21	21	24	24	23	23	56	56	0	0	39	39	180	180	63	63	21	21	0	0	173	173
ASV_0139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	24	0	0	0	0	0	0	0	0	9	9	612	612	0	0	66	66	0	0	28	28	0	0	0	0
ASV_0140	0	0	0	0	0	0	0	0	13	13	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	36	0	0	124	124	0	0	32	32	118	118	0	0	0	0	103	103	281	281	0	0	0	0	0	0
ASV_0141	0	0	0	0	0	0	221	221	110	110	0	0	176	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	0	0	17	17	0	0	0	0	0	0	0	0	36	36	0	0	88	88	61	61
ASV_0142	0	0	0	0	0	0	0	0	0	0	40	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	22	0	0	99	99	44	44	0	0	0	0	197	197	78	78	130	130	0	0	119	119
ASV_0143	0	0	0	0	0	0	26	26	36	36	0	0	250	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	179	0	0	0	0	0	0	0	0	0	0	57	57	0	0	0	0	26	26	31	31	45	45	75	75
ASV_0144	0	0	0	0	0	0	37	37	74	74	0	0	148	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	46	0	0	13	13	0	0	0	0	9	9	36	36	0	0	0	0	0	0	46	46	157	157	152	152
ASV_0145	0	0	88	88	320	320	0	0	0	0	37	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	37	0	0	183	183	0	0	0	0	0	0	0	0	0	0	43	43	0	0	0	0
ASV_0146	0	0	0	0	0	0	0	0	95	95	38	38	251	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	12	12	0	0	0	0	0	0	0	0	0	0	0	0	156	156	140	140
ASV_0147	13	13	0	0	27	27	0	0	0	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	531	531	0	0	0	0	0	0	22	22	73	73	16	16	0	0	0	0	0	0
ASV_0148	0	0	35	35	0	0	0	0	0	0	7	7	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	136	362	362	77	77	0	0	16	16	0	0
ASV_0149	0	0	8	8	7	7	0	0	17	17	63	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	244	0	0	26	26	0	0	0	0	54	54	13	13	0	0	87	87	67	67	23	23	0	0	70	70
ASV_0150	0	0	0	0	0	0	26	26	250	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	183	0	0	0	0	161	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	55	0	0
ASV_0151	0	0	0	0	0	0	167	167	59	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	148	0	0	105	105	0	0	0	0	24	24	0	0	0	0	0	0	170	170	0	0	0	0	0	0
ASV_0152	0	0	0	0	29	29	17	17	5	5	0	0	38	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	22	0	0	0	0	0	0	0	0	0	0	475	475	0	0	0	0	0	0	0	0	35	35	47	47
ASV_0153	0	0	0	0	0	0	0	0	32	32	0	0	55	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	51	0	0	0	0	0	0	0	0	0	0	35	35	0	0	45	45	56	56	62	62	65	65	255	255
ASV_0154	0	0	0	0	0	0	0	0	0	0	252	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	29	29	0	0	78	78	0	0	0	0	221	221	28	28	0	0	0	0	0	0
ASV_0155	0	0	0	0	0	0	0	0	43	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	468	468	0	0	0	0	0	0	33	33	27	27	0	0	0	0	0	0	0	0	35	35	41	41	0	0
ASV_0156	0	0	0	0	0	0	0	0	27	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	489	489	0	0	0	0	0	0	0	0	27	27	0	0	0	0	0	0	0	0	60	60	13	13	18	18
ASV_0157	8	8	7	7	4	4	9	9	21	21	70	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	22	22	47	47	30	30	62	62	0	0	28	28	112	112	56	56	21	21	0	0	128	128
ASV_0158	0	0	0	0	0	0	31	31	61	61	0	0	138	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	67	0	0	0	0	0	0	0	0	0	0	0	0	112	112	0	0	213	213	0	0
ASV_0159	0	0	0	0	0	0	317	317	243	243	0	0	29	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	160	14	14	31	31	130	130	0	0	0	0	62	62	198	198	0	0	0	0	6	6
ASV_0161	23	23	0	0	0	0	42	42	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	281	0	0	0	0	0	0	0	0	0	0	133	133	0	0	0	0	42	42	38	38	0	0	34	34
ASV_0162	134	134	0	0	10	10	30	30	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	21	0	0	101	101	0	0	20	20	5	5	0	0	0	0	0	0	201	201	51	51	0	0	7	7
ASV_0163	0	0	0	0	0	0	0	0	57	57	0	0	219	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	290	21	21
ASV_0164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0	0	0	0	0	0	12	12	21	21	0	0	0	0	0	0	0	0	35	35	17	17	0	0
ASV_0165	0	0	0	0	0	0	0	0	0	0	0	0	135	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384	384	38	38	0	0	25	25	12	12
ASV_0166	28	28	0	0	0	0	0	0	0	0	238	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	25	0	0	0	0	0	0	220	220	0	0	0	0	0	0	0	0	75	75
ASV_0167	0	0	0	0	0	0	0	0	0	0	35	35	42	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	23	0	0	80	80	0	0	0	0	155	155	0	0	0	0	129	129	104	104	18	18	0	0	0	0
ASV_0168	0	0	0	0	0	0	0	0	0	0	245	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	64	33	33	15	15	101	101	0	0	0	0	122	122	0	0	0	0	0	0	0	0
ASV_0169	0	0	0	0	0	0	26	26	45	45	58	58	66	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	24	0	0	0	0	0	0	0	0	0	0	28	28	0	0	0	0	0	0	22	22	214	214	94	94
ASV_0170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	330	0	0	19	19	0	0	0	0	53	53	41	41	0	0	0	0	53	53	79	79	0	0	0	0
ASV_0171	0	0	0	0	0	0	0	0	30	30	0	0	39	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	26	0	0	21	21	0	0	46	46	0	0	37	37	0	0	31	31	0	0	46	46	44	44	251	251
ASV_0172	0	0	0	0	0	0	13	13	0	0	31	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	92	52	52	44	44	141	141	0	0	0	0	73	73	79	79	0	0	0	0	39	39
ASV_0173	0	0	97	97	0	0	0	0	0	0	366	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	0	0	0	0	23	23	0	0	0	0	0	0	48	48	18	18	0	0	0	0
ASV_0174	0	0	30	30	13	13	0	0	0	0	62	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	89	0	0	27	27	16	16	0	0	0	0	0	0	0	0	95	95	89	89	27	27	0	0	115	115
ASV_0175	0	0	0	0	0	0	0	0	177	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	98	0	0	0	0	250	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	33	0	0
ASV_0176	0	0	0	0	0	0	0	0	26	26	22	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	25	0	0	70	70	0	0	135	135	104	104	0	0	0	0	24	24	70	70	31	31	0	0	48	48
ASV_0177	0	0	85	85	22	22	0	0	0	0	97	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	54	49	49	0	0	0	0	16	16	116	116	0	0	38	38	0	0	77	77
ASV_0178	0	0	0	0	0	0	0	0	0	0	56	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	66	104	104	0	0	0	0	0	0	139	139	0	0	89	89	0	0	98	98
ASV_0179	0	0	0	0	0	0	33	33	72	72	0	0	106	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	17	0	0	0	0	11	11	40	40	0	0	0	0	0	0	0	0	133	133	138	138
ASV_0180	0	0	0	0	0	0	0	0	0	0	44	44	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	102	17	17	155	155	30	30	0	0	0	0	37	37	0	0	69	69	0	0	69	69
ASV_0181	26	26	22	22	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	152	0	0	0	0	14	14	65	65	33	33	0	0	0	0	179	179	30	30	0	0	0	0	0	0
ASV_0182	0	0	62	62	0	0	30	30	57	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	86	0	0	0	0	0	0	0	0	0	0	54	54	0	0	0	0	240	240	0	0	7	7	0	0
ASV_0183	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	465	465	0	0	38	38	0	0	22	22	0	0	0	0
ASV_0184	0	0	0	0	0	0	10	10	0	0	37	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	12	12	108	108	0	0	0	0	0	0	125	125	55	55	82	82	0	0	82	82
ASV_0185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	23	0	0	0	0	0	0	0	0	455	455	52	52	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	450	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	2	2	55	55
ASV_0187	0	0	0	0	0	0	0	0	0	0	57	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	150	0	0	29	29	23	23	46	46	0	0	0	0	0	0	63	63	61	61	0	0	16	16	66	66
ASV_0188	0	0	27	27	0	0	0	0	0	0	0	0	25	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	21	0	0	0	0	0	0	0	0	21	21	18	18	87	87	266	266	18	18	0	0	26	26	0	0
ASV_0189	0	0	0	0	0	0	0	0	44	44	0	0	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	37	0	0	76	76	55	55	0	0	0	0	50	50	112	112	48	48	0	0	69	69
ASV_0190	0	0	28	28	0	0	21	21	0	0	0	0	58	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	23	0	0	0	0	0	0	0	0	0	0	14	14	82	82	178	178	33	33	0	0	53	53	17	17
ASV_0191	0	0	0	0	0	0	0	0	0	0	22	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	68	29	29	142	142	106	106	0	0	0	0	15	15	50	50	19	19	11	11	45	45
ASV_0192	0	0	0	0	0	0	0	0	62	62	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	48	0	0	57	57	0	0	0	0	0	0	0	0	0	0	0	0	225	225	64	64	0	0	0	0
ASV_0193	0	0	0	0	5	5	0	0	76	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	18	0	0	22	22	0	0	0	0	0	0	59	59	136	136	2	2	183	183	0	0
ASV_0194	19	19	16	16	56	56	14	14	20	20	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	0	0	18	18	12	12	0	0	3	3	122	122	0	0	0	0	169	169	26	26	0	0	0	0
ASV_0195	0	0	0	0	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	17	0	0	90	90	0	0	118	118	35	35	0	0	0	0	44	44	32	32	74	74	0	0	66	66
ASV_0196	0	0	30	30	9	9	82	82	90	90	36	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	36	0	0	0	0	6	6	0	0	1	1	0	0	62	62	4	4	127	127	4	4	0	0	0	0
ASV_0197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	417	417	0	0	15	15	0	0	0	0	14	14	0	0	0	0	0	0	0	0	39	39	0	0	0	0
ASV_0198	2	2	0	0	0	0	187	187	165	165	0	0	92	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	33	0	0
ASV_0199	0	0	76	76	0	0	0	0	0	0	157	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	245	0	0	0	0	0	0	0	0	0	0
ASV_0200	0	0	0	0	0	0	230	230	179	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	34	0	0	34	34	0	0	0	0	0	0
ASV_0201	0	0	0	0	0	0	121	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	61	0	0	129	129	0	0	0	0	32	32	0	0	0	0	0	0	129	129	0	0	0	0	0	0
ASV_0202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	34	0	0	0	0	0	0	59	59	23	23	0	0	0	0	205	205	61	61	47	47	0	0	43	43
ASV_0203	96	96	1	1	4	4	8	8	26	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	0	0	118	118	0	0	19	19	11	11	0	0	0	0	0	0	136	136	24	24	7	7	5	5
ASV_0204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	14	0	0	0	0	0	0	0	0	410	410	35	35	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0205	6	6	0	0	17	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	19	0	0	0	0	0	0	0	0	0	0	361	361	0	0	0	0	0	0	12	12	0	0	43	43
